customer_id,segment,plan,region,has_credit_card,usage_factor,efficiency_score_base,churn_risk,default_risk,signup_month,is_plan_mismatch
283,moderate,premium,south,True,1.0371229254592027,80.49210498003839,low,0.03174239255661304,1,True
284,light,lite,north,False,0.9253581402850561,79.98456192458127,medium,0.02173873013117814,6,False
285,moderate,standard,north,True,1.1472037471197296,80.26920668274272,low,0.029147940000658557,9,False
286,light,lite,south,True,0.7915501849933996,78.87407507551038,high,0.028582790400309255,3,False
287,moderate,standard,north,True,1.0083032398665084,58.46543594279445,high,0.034622358157358715,6,False
288,moderate,standard,south,True,1.0913242179032419,78.604006451348,low,0.016066959939777952,7,False
289,light,lite,north,False,0.9699145208669643,82.10126455534738,low,0.02883383973316061,4,False
290,moderate,standard,north,True,1.000107833864668,77.6353590620329,medium,0.02797277913537631,11,False
291,light,lite,south,True,0.7624826274746488,80.43761307306843,medium,0.01358712020578482,11,False
292,light,lite,north,True,0.8820687966934626,81.71042366412613,medium,0.013394568571538463,0,False
293,heavy,standard,south,False,0.9099864888480229,47.71453795197442,low,0.03364617328408605,3,True
294,moderate,standard,west,True,1.1230639104603268,75.56128635659684,high,0.03263231279755996,9,False
295,light,lite,west,True,1.033516780367531,80.70310441294536,low,0.024811294465190196,2,False
296,moderate,standard,north,True,1.0282248341709137,78.10560823432915,low,0.019615893078530636,9,False
297,moderate,standard,north,False,1.0348943476698689,59.85144075242126,medium,0.026935528399233792,11,False
298,light,lite,north,True,1.0904747899952336,82.33815109630035,low,0.026001468641537358,4,False
299,moderate,standard,south,True,0.8875661678550494,58.02211911381066,low,0.02882423618773081,9,False
300,light,lite,west,True,0.9475966258794353,92.63093198758004,medium,0.012558738490235664,9,False
301,light,lite,north,True,0.8741574584702942,70.83846354990419,medium,0.027837862065131246,5,False
302,moderate,standard,east,False,1.0155631409263557,81.57637687654343,low,0.018362362567985915,1,False
303,moderate,standard,north,False,0.8665667562229085,87.69533816009107,low,0.023769134305011562,6,False
304,moderate,standard,south,True,1.1455911496861855,56.640872945714435,low,0.01517412294125087,2,False
305,moderate,standard,west,True,0.9121818937203002,75.22323766332369,low,0.015410416294586504,0,False
306,heavy,premium,west,True,1.0462382804015866,55.916350896133025,low,0.04926119831439263,9,False
307,moderate,standard,west,True,1.1194714191859705,81.07213328559553,low,0.034734582030016975,2,False
308,moderate,standard,west,True,0.8795748781067236,83.17256936503037,medium,0.027344376117558016,8,False
309,moderate,standard,north,True,0.9935488348767885,81.22224107548855,low,0.02123379657030083,9,False
310,light,premium,west,True,0.895133727417605,58.29089297108248,low,0.016129269360856405,10,True
311,moderate,standard,north,True,0.8670936180992105,66.7442909967332,low,0.029500121525982376,10,False
